" ";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Iceland";3155;3248;3263;3226;3389;3481;3669;3777;3541;3406;3413;3396;3345;3310;3476;4007;5091;5883;6113;6094;6011;6082;6206;6764;7293;7617;7827;8165;8411;8632;8967;9068;8725;8546;8285;8335;8720;8983
