" ";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Turkey";14086;15851;16742;17281;17945;18989;20704;22834;25265;27348;29431;31347;34078;36256;37901;39222;40936;43087;45008;46994;48773;50470;52159;53465;54257;54859;55550;56140;57129;58191;59216;60031;60390;60672;61241;61634;62219;62707
